"UserName","EventID","LogHost","LogonID","DomainName","ParentProcessName","ParentProcessID","ProcessName","Time","ProcessID","LogonTypeDescription","LogonType","Source","AuthenticationPackage","Destination","SubjectUserName","SubjectLogonID","SubjectDomainName","Status"
"Comp758015$","4688","Comp758015","0x3e7","Domain001","svchost","0x3ac","wmiprvse.exe","5334792","0x2d08","","","","","","","","",""
"Comp491734$","4688","Comp491734","0x3e7","Domain001","svchost","0x3a8","dllhost.exe","5334792","0x1110","","","","","","","","",""
"Comp093220$","4688","Comp093220","0x3e7","Domain001","svchost","0x360","dllhost.exe","5334792","0x1d8","","","","","","","","",""
"Comp170567$","4688","Comp170567","0x3e7","Domain001","svchost","0x348","wmiprvse.exe","5334792","0x1868","","","","","","","","",""
"Comp009410$","4688","Comp009410","0x3e7","Domain001","Proc443607","0x1360","searchprotocolhost.exe","5334792","0x2908","","","","","","","","",""
"Comp009410$","4688","Comp009410","0x3e7","Domain001","Proc443607","0x1360","searchfilterhost.exe","5334792","0x1f38","","","","","","","","",""
"Comp044454$","4688","Comp044454","0x3e7","Domain001","services","0x2f4","Proc318985.exe","5334792","0x1ff0","","","","","","","","",""
"Comp430172$","4688","Comp430172","0x3e7","Domain001","svchost","0x39c","wmiprvse.exe","5334792","0x1908","","","","","","","","",""
"Comp570886$","4688","Comp570886","0x3e7","Domain001","svchost","0x358","dllhost.exe","5334792","0x1478","","","","","","","","",""
"AppService","4634","EnterpriseAppServer","0x141d307","Domain001","","","","5334792","","Network","3","","","","","","",""
"Comp936634$","4688","Comp936634","0x3e7","Domain001","Proc247259","0x96c","cscript.exe","5334792","0x1774","","","","","","","","",""
"Comp526319$","4688","Comp526319","0x3e7","Domain001","svchost","0x340","dllhost.exe","5334792","0x5208","","","","","","","","",""
"Comp430172$","4688","Comp430172","0x3e7","Domain001","svchost","0x39c","wmiprvse.exe","5334792","0x1e58","","","","","","","","",""
"Comp590379$","4688","Comp590379","0x3e7","Domain001","svchost","0x354","dllhost.exe","5334792","0x1d34","","","","","","","","",""
"Comp382693$","4688","Comp382693","0x3e7","Domain001","svchost","0x370","dllhost.exe","5334792","0x46bc","","","","","","","","",""
"Comp031952$","4688","Comp031952","0x3e7","Domain001","Proc149600","0x2e30","Proc664351.exe","5334792","0x2350","","","","","","","","",""
"Comp275585$","4688","Comp275585","0x3e7","Domain001","svchost","0x348","wmiprvse.exe","5334792","0x39ec","","","","","","","","",""
"User234507","4624","Comp658422","0x164c5d9","Domain001","","","","5334792","","Network","3","Comp795028","Kerberos","","","","",""
"User234507","4624","Comp658422","0x164c5f3","Domain001","","","","5334792","","Network","3","Comp795028","Kerberos","","","","",""
"Comp795028$","4624","Comp658422","0x164c61f","Domain001","","","","5334792","","Network","3","Comp795028","Kerberos","","","","",""
"Comp795028$","4624","Comp658422","0x164c62c","Domain001","","","","5334792","","Network","3","Comp795028","Kerberos","","","","",""
"User019287","4624","Comp658422","0x164c63c","Domain001","","","","5334792","","Network","3","Comp158520","Kerberos","","","","",""
"User019287","4624","Comp658422","0x164c67c","Domain001","","","","5334792","","Network","3","Comp158520","Kerberos","","","","",""
"User019287","4624","Comp658422","0x164c686","Domain001","","","","5334792","","Network","3","Comp158520","Kerberos","","","","",""
"User019287","4624","Comp658422","0x164c689","Domain001","","","","5334792","","Network","3","Comp158520","Kerberos","","","","",""
"User019287","4624","Comp658422","0x164c68a","Domain001","","","","5334792","","Network","3","Comp158520","Kerberos","","","","",""
"Comp158520$","4624","Comp658422","0x164c6de","Domain001","","","","5334792","","Network","3","Comp158520","Kerberos","","","","",""
"Comp158520$","4624","Comp658422","0x164c6f4","Domain001","","","","5334792","","Network","3","Comp158520","Kerberos","","","","",""
"Comp158520$","4624","Comp658422","0x164c6f3","Domain001","","","","5334792","","Network","3","Comp158520","Kerberos","","","","",""
"Comp275585$","4688","Comp275585","0x3e7","Domain001","svchost","0x348","wmiprvse.exe","5334792","0x45d8","","","","","","","","",""
"User898011","4634","Comp256596","0x743de6","Domain001","","","","5334792","","Network","3","","","","","","",""
"Comp907505$","4634","Comp256596","0x743dc1","Domain001","","","","5334792","","Network","3","","","","","","",""
"User898011","4634","Comp256596","0x743ddd","Domain001","","","","5334792","","Network","3","","","","","","",""
"User898011","4634","Comp256596","0x743da1","Domain001","","","","5334792","","Network","3","","","","","","",""
"Comp907505$","4634","Comp256596","0x743dc8","Domain001","","","","5334792","","Network","3","","","","","","",""
"User898011","4634","Comp256596","0x743da8","Domain001","","","","5334792","","Network","3","","","","","","",""
"User496735","4624","Comp256596","0x745e6b","Domain001","","","","5334792","","Network","3","Comp763780","Kerberos","","","","",""
"Comp947224$","4648","Comp947224","0x3e7","Domain001","","","taskhost.exe","5334792","0xf48","","","","","Comp947224","Comp947224$","0x3e7","Domain001",""
"Comp947224$","4672","Comp947224","0xb380243","Domain001","","","","5334792","","","","","","","","","",""
"Comp947224$","4624","Comp947224","0xb380243","Domain001","","","","5334792","","Network","3","","Kerberos","","","","",""
"Comp947224$","4634","Comp947224","0xb380243","Domain001","","","","5334792","","Network","3","","","","","","",""
"Comp367857$","4688","Comp367857","0x3e7","Domain001","svchost","0x2dc","wmiprvse.exe","5334792","0x1d7c","","","","","","","","",""
"Comp323437$","4688","Comp323437","0x3e7","Domain001","svchost","0x32c","dllhost.exe","5334792","0x1b24","","","","","","","","",""
"Comp936634$","4688","Comp936634","0x3e7","Domain001","csrss","0x3b4","conhost.exe","5334792","0x1668","","","","","","","","",""
"Comp350644$","4688","Comp350644","0x3e7","Domain001","Proc336322","0xbe0","cmd.exe","5334792","0x25fc","","","","","","","","",""
"Comp350644$","4688","Comp350644","0x3e7","Domain001","cmd","0x25fc","Proc205183.exe","5334792","0x3388","","","","","","","","",""
"User717238","4624","Comp876177","0x83916aa0","Domain001","","","","5334792","","Network","3","Comp843567","Kerberos","","","","",""
"User717238","4624","Comp876177","0x83916aba","Domain001","","","","5334792","","Network","3","Comp843567","Kerberos","","","","",""
"User717238","4624","Comp876177","0x83916ac0","Domain001","","","","5334792","","Network","3","Comp843567","Kerberos","","","","",""
"Comp843567$","4624","Comp876177","0x83916add","Domain001","","","","5334792","","Network","3","Comp843567","Kerberos","","","","",""
"Comp843567$","4624","Comp876177","0x83916ae4","Domain001","","","","5334792","","Network","3","Comp843567","Kerberos","","","","",""
"Comp742616$","4688","Comp742616","0x3e7","Domain001","svchost","0x3a4","dllhost.exe","5334792","0x2394","","","","","","","","",""
"Comp013477$","4688","Comp013477","0x3e7","Domain001","svchost","0xb0","dllhost.exe","5334792","0x23b4","","","","","","","","",""
"Comp521697$","4688","Comp521697","0x3e7","Domain001","svchost","0x14c","dllhost.exe","5334792","0x130","","","","","","","","",""
"Comp316435$","4688","Comp316435","0x3e7","Domain001","svchost","0x38c","dllhost.exe","5334792","0x1d24","","","","","","","","",""
"Comp643143$","4688","Comp643143","0x3e7","Domain001","Proc769459","0x9fc","cmd.exe","5334792","0x26ec","","","","","","","","",""
"Comp643143$","4688","Comp643143","0x3e7","Domain001","cmd","0x26ec","Proc761637.exe","5334792","0x2d68","","","","","","","","",""
"Comp643143$","4688","Comp643143","0x3e7","Domain001","Proc769459","0x9fc","Proc338554.exe","5334792","0x3318","","","","","","","","",""
"Comp643143$","4688","Comp643143","0x3e7","Domain001","svchost","0x388","Proc990377.exe","5334792","0x1ba0","","","","","","","","",""
"Comp747460$","4688","Comp747460","0x3e7","Domain001","svchost","0x74","dllhost.exe","5334792","0x168c","","","","","","","","",""
"Comp747460$","4688","Comp747460","0x3e7","Domain001","Proc443607","0x124c","searchfilterhost.exe","5334792","0x1454","","","","","","","","",""
"Comp747460$","4688","Comp747460","0x3e7","Domain001","Proc443607","0x124c","searchprotocolhost.exe","5334792","0x15ac","","","","","","","","",""
"Comp297849$","4688","Comp297849","0x3e7","Domain001","services","0x26c","Proc612297.exe","5334792","0x1b34","","","","","","","","",""
"Comp636379$","4688","Comp636379","0x3e7","Domain001","svchost","0x398","dllhost.exe","5334792","0x23ac","","","","","","","","",""
"User916341","4634","Comp698972","0x8c1e2f3c","Domain001","","","","5334792","","Network","3","","","","","","",""
"User916341","4634","Comp698972","0x8c1fb36b","Domain001","","","","5334792","","Network","3","","","","","","",""
"Comp297849$","4688","Comp297849","0x3e7","Domain001","svchost","0x2e8","wmiprvse.exe","5334792","0x1bd0","","","","","","","","",""
"Comp367857$","4688","Comp367857","0x3e7","Domain001","services","0x280","Proc387473.exe","5334792","0x1da4","","","","","","","","",""
"Comp726102$","4688","Comp726102","0x3e7","Domain001","svchost","0x328","dllhost.exe","5334792","0x12f0","","","","","","","","",""
"Comp160628$","4688","Comp160628","0x3e7","Domain001","svchost","0x31c","dllhost.exe","5334792","0x1808","","","","","","","","",""
"User540518","4624","Comp370444","0x224f51917","Domain001","","","","5334792","","Network","3","Comp377544","Kerberos","","","","",""
"User540518","4634","Comp370444","0x224f51917","Domain001","","","","5334792","","Network","3","","","","","","",""
"User095878","4624","Comp370444","0x224f519dd","Domain001","","","","5334792","","Network","3","Comp284217","Kerberos","","","","",""
"User095878","4634","Comp370444","0x224f519dd","Domain001","","","","5334792","","Network","3","","","","","","",""
"User857852","4624","Comp370444","0x224f52cb1","Domain001","","","","5334792","","Network","3","Comp641015","Kerberos","","","","",""
"User857852","4634","Comp370444","0x224f52cb1","Domain001","","","","5334792","","Network","3","","","","","","",""
"Comp862246$","4688","Comp862246","0x3e7","Domain001","Proc336322","0x151c","cmd.exe","5334792","0x18f0","","","","","","","","",""
"Comp862246$","4688","Comp862246","0x3e7","Domain001","cmd","0x18f0","Proc205183.exe","5334792","0xebc","","","","","","","","",""
"system","4624","Comp542689","0x3e7","nt authority","","","services.exe","5334792","0x274","Service","5","","Negotiate","","","","",""
"system","4672","Comp542689","0x3e7","nt authority","","","","5334792","","","","","","","","","",""
"Comp610814$","4688","Comp610814","0x3e7","Domain001","svchost","0x380","dllhost.exe","5334792","0x1e40","","","","","","","","",""
"Comp580931$","4688","Comp580931","0x3e7","Domain001","svchost","0x39c","dllhost.exe","5334792","0x2488","","","","","","","","",""
"Comp570403$","4688","Comp570403","0x3e7","Domain001","svchost","0x370","dllhost.exe","5334793","0x7a0","","","","","","","","",""
"Comp997078$","4688","Comp997078","0x3e7","Domain001","svchost","0x350","wmiprvse.exe","5334793","0xc8c","","","","","","","","",""
"Comp698947$","4688","Comp698947","0x3e7","Domain001","Proc443607","0xcf8","searchprotocolhost.exe","5334793","0x14cc","","","","","","","","",""
"Comp774919$","4688","Comp774919","0x3e7","Domain001","svchost","0xcc","dllhost.exe","5334793","0x15a0","","","","","","","","",""
"Comp698947$","4688","Comp698947","0x3e7","Domain001","Proc443607","0xcf8","searchfilterhost.exe","5334793","0x101c","","","","","","","","",""
"User475186","4688","Comp008442","0x6a8af1b","Domain001","Proc477442","0x11a8","Proc335414.exe","5334793","0x2530","","","","","","","","",""
"User475186","4688","Comp008442","0x6a8af1b","Domain001","Proc335414","0x2530","conhost.exe","5334793","0x27bc","","","","","","","","",""
"Comp066408$","4688","Comp066408","0x3e7","Domain001","wmiprvse","0x3940","cscript.exe","5334793","0x6d78","","","","","","","","",""
"Comp906738$","4688","Comp906738","0x3e7","Domain001","svchost","0x368","dllhost.exe","5334793","0x1928","","","","","","","","",""
"Comp542689$","4688","Comp542689","0x3e7","Domain001","services","0x274","Proc642841.exe","5334793","0x1f84","","","","","","","","",""
"Comp066408$","4688","Comp066408","0x3e7","Domain001","csrss","0x230","conhost.exe","5334793","0x7668","","","","","","","","",""
"User367097","4624","EnterpriseAppServer","0x3ab538","Domain001","","","","5334793","","Network","3","","Kerberos","","","","",""
"User367097","4624","EnterpriseAppServer","0x3ab54c","Domain001","","","","5334793","","Network","3","","Kerberos","","","","",""
"User097237","4634","EnterpriseAppServer","0x3aad9d","Domain001","","","","5334793","","Network","3","","","","","","",""
"User097237","4634","EnterpriseAppServer","0x3aad89","Domain001","","","","5334793","","Network","3","","","","","","",""
"Comp066408$","4688","Comp066408","0x3e7","Domain001","svchost","0x3d4","wmiprvse.exe","5334793","0x8830","","","","","","","","",""
"Comp897367$","4688","Comp897367","0x3e7","Domain001","Proc551373","0x38c4","Proc551373.exe","5334793","0x3208","","","","","","","","",""
"Comp897367$","4688","Comp897367","0x3e7","Domain001","Proc551373","0x38c4","Proc551373.exe","5334793","0x224c","","","","","","","","",""
"Comp897367$","4688","Comp897367","0x3e7","Domain001","Proc551373","0x38c4","Proc551373.exe","5334793","0x3710","","","","","","","","",""
"Comp897367$","4688","Comp897367","0x3e7","Domain001","Proc551373","0x224c","Proc985401.exe","5334793","0x104c","","","","","","","","",""
"Comp897367$","4688","Comp897367","0x3e7","Domain001","Proc551373","0x3710","Proc250529.exe","5334793","0x34c0","","","","","","","","",""
"Comp897367$","4688","Comp897367","0x3e7","Domain001","Proc551373","0x38c4","Proc551373.exe","5334793","0x31e0","","","","","","","","",""
"Comp997078$","4688","Comp997078","0x3e7","Domain001","svchost","0x350","wmiprvse.exe","5334793","0x1a04","","","","","","","","",""
"User462751","4634","Comp337732","0x16e6602","Domain001","","","","5334793","","Network","3","","","","","","",""
"Comp425849$","4688","Comp425849","0x3e7","Domain001","svchost","0x234","wmiprvse.exe","5334793","0x1694","","","","","","","","",""
"Comp425849$","4688","Comp425849","0x3e7","Domain001","svchost","0x234","wmiprvse.exe","5334793","0x1978","","","","","","","","",""
"Comp685945$","4688","Comp685945","0x3e4","Domain001","Proc461749","0x768","Proc461749.exe","5334793","0x1ca4","","","","","","","","",""
"Comp668711$","4688","Comp668711","0x3e7","Domain001","svchost","0x38c","dllhost.exe","5334793","0x2270","","","","","","","","",""
"Comp174219$","4688","Comp174219","0x3e7","Domain001","svchost","0x14c","wmiprvse.exe","5334793","0x2b24","","","","","","","","",""
"User553543","4624","EnterpriseAppServer","0x62c23f","Domain001","","","","5334793","","Network","3","","Kerberos","","","","",""
"User553543","4624","EnterpriseAppServer","0x62c255","Domain001","","","","5334793","","Network","3","","Kerberos","","","","",""
"User553543","4624","EnterpriseAppServer","0x62c269","Domain001","","","","5334793","","Network","3","","Kerberos","","","","",""
"User553543","4624","EnterpriseAppServer","0x62c280","Domain001","","","","5334793","","Network","3","","Kerberos","","","","",""
"Comp916004$","4634","ActiveDirectory","0x37cffb59","Domain001","","","","5334793","","Network","3","","","","","","",""
"Comp174219$","4688","Comp174219","0x3e7","Domain001","svchost","0x14c","wmiprvse.exe","5334793","0x2518","","","","","","","","",""
"Comp098969$","4688","Comp098969","0x3e7","Domain001","Proc443607","0xc10","searchprotocolhost.exe","5334793","0x3088","","","","","","","","",""
"Comp265111$","4688","Comp265111","0x3e7","Domain001","svchost","0x374","dllhost.exe","5334793","0x23fc","","","","","","","","",""
"Comp098969$","4688","Comp098969","0x3e7","Domain001","Proc443607","0xc10","searchfilterhost.exe","5334793","0x236c","","","","","","","","",""
